id,name,address,rating,review_count
82799,IBEX HOTEL,"029 Khalid Bin Waleed Rd, 45720, Islamabad, Pakistan",4.3,137
82800,Travelodge Guesthouse,"House #182, Street #15, Indus Block, 44000, Mumtaz City, Pakistan",4.6,273
82801,City Home International Hotel,"Kohistan Rd, 45600, Islamabad, Pakistan",3.6,71
82802,Royal Galaxy Residence Islamabad,"Office No. 216, 2Nd Floor,Main Commercial Block A Al Harmain Plaza, 44000, Islamabad, Pakistan",4.1,51
82803,Royal Regency Hotel,"15 Agha Khan Road, Masjid Rd, F-6/3, 44000, Islamabad, Pakistan",4.5,452
82804,Sarai Silk Route Islamabad,"House 70 Street 5, 46000, Islamabad, Pakistan",4.6,41
82805,Islamabad Hill Hotel and Resort,"Valley Road, 47150, Islamabad, Pakistan",4.4,31
82806,Rajada Hotel,"Murree Rd, 46000, Rawalpindi, Pakistan",4.0,214
82807,The Gateway Lodge,"193 Street 49 House 193 Street 49, G-14/4 Islamabad Pakistan, 44220",4.5,202
82808,The 108 Hotel,"108 Jinnah Avenue, Blue Area, 44000, Islamabad, Pakistan",4.6,242
82809,Hotel 99,"Murree Rd, 46000, Rawalpindi, Pakistan",3.9,220
82810,Hotel Eden Rock,"Main Ijp Road, New Metro, 46000, Islamabad, Pakistan",4.1,892
82811,HOTEL LE MERIDIEN,"Tarnol Motorway Link Road, Tarnol Islamabad, 45211, Pakistan",4.5,289
82812,Canadian Inn,"Street 64, 44000, Islamabad, Pakistan",4.7,1189
82813,Islamabad inns,"House 14,  Street 44, 54000, Islamabad, Pakistan",4.9,787
82814,Hotel The Oriel,"Near Ztbl, Zero Point, G-7/1, 44000, Islamabad, Pakistan",4.2,608
82815,Hotel AL-Habib,"Block No.14/4-D, Markaz G-7, 44000, Islamabad, Pakistan",3.9,551
82816,Blue Moon Residency,"2-A Justice Abdul Rasheed Rd, F-6/2, Islamabad, Pakistan, 44000",4.3,307
82817,Centaurus Suites,"F 8/4 Nazimuddin Road, 46000, Islamabad, Pakistan",4.2,609
82818,Savoy Inn,"House No. 14, Street No. 51, F-7/4, 44000, Islamabad, Pakistan",4.1,423
82819,Premier Inn Executive,"House No. 23 -A Street 16, F-7/2 ,, 00000, Islamabad, Pakistan",4.5,220
82820,Crosswinds Guest House,"House No. 2 Street 31, F-6/1, 00000, Islamabad, Pakistan",4.2,349
82821,Laraib Inn Hotel,"Rohtas Road, G-9/4, 44000, Islamabad, Pakistan",4.4,28
82822,New Airport Lodge,"House No 26C, Street 32, D-17 Margalla View, 44000, Islamabad, Pakistan",4.5,221
82823,Luxus Guest house,"316 C Street 22, 46000, Islamabad, Pakistan",4.5,78
82824,Swiss Cottage Luxury Living,"Plaza No. 18, St No. 55, Peshawar Mor, G-9/4, Islamabad, Pakistan",3.6,104
82825,Manat Hotel,"Main Ijp Road, Near Ijp Metro Station, 460000, Islamabad, Pakistan",4.0,268
82826,Homey Islamabad,"Street 787, G-13/4,Islamabad, 44000, Pakistan",4.4,266
82827,Hotel Al-Markaz,"Sitara Market, G-7 Markaz, 44000, Islamabad, Pakistan",3.9,895
82828,Khyber Inn Guest House,"House 740 Street 64, G-9/4 , Islamabad, G-9/4 , Islamabad Capital Territory, 44090, Pakistan",4.2,203
82829,Shaheen Hotel Islamabad,"67 Street 117, 44100, Islamabad, Pakistan",5.0,1
