id,name,address,rating,review_count
872937,VIP Hotel Doha Qatar,"Building#1Zone#27Al Jahra Street Umm Ghuwailina Doha, , Doha, , Qatar",3.7,2509
872942,ABA Hotel Apartments,"Al Rakha'a Street,Bin Mahmoud Building 6, , Doha, 19474, Qatar",4.0,2
872947,Al Diyafa Furnished Suites,"3 Al Qawaffel Street, Al Sadd Area Zone,Zone 38, Qatar Building, , Doha, 1274, Qatar",4.4,188
872950,Hilton Salwa Beach Resort & Villas,"Salwa Rd, Exit 84, , Doha, , Qatar",4.8,13108
872963,Vend me Apartment Lusail,"Street 351, , Doha, 974, Qatar",3.2,495
872971,Sleep 'n fly Sleep Lounge SOUTH Node Transit only,"Hamad International Airport, , Doha, 0, Qatar",4.4,1531
872974,Green Park Hotel,"938 Umm Ghuwailina St Building 21, , Doha, Zone 27, Qatar",4.2,354
872977,Royal Mirage Hotel and Apartments,"Treet 850 Building 7, , Doha, 24398, Qatar",4.8,2394
872981,Terminal Inn Airport Hotel & Apartment,"Building No: 66 Street No: 920 Street Name: Al Kharaib Street,Zone:26, , Doha, 2400, Qatar",4.8,2398
872988,A Line Hotel,"Al Farabi Street, , Doha, 47454, Qatar",4.2,217
872991,Central Inn Hotel & Suites Al Sadd Doha Qatar,"Al Zubair Bin Bakkar Street Building No 44 St. No. 930, , Doha, 19442, Qatar",4.2,462
872995,Pearl One,"B Ring Road 860 Doha Al Jadeda, , Doha, 167000, Qatar",4.7,1566
872997,The Townhouses The Pearl,"226 8, , Doha, 974, Qatar",4.1,35
872999,Imperium Residence,"Saleem Bin Al Harith St, , Doha, , Qatar",4.5,8
873001,Diamond,"P.O. BOX 23228, DOHA, Doha, 23228, Qatar",3.2,107
873005,Ras Abrouq Desert Resort,"Ras Abrouq Road Zekreet, 48, Dukhan 00000 Qatar, Dukhan, , Qatar",4.2,257
873009,Regency Sealine Camp,"12 Km Off Road from Sealine Area, مسيعيد،, , Mesaieed, , Qatar",4.4,589
873011,Retaj Inn Al Wakrah,"48 Mesaieed Road,, Al Wakrah, Qatar, Mesaieed, , Qatar",4.2,153
873015,Simaisma A Murwab Resort,"Sumaysimah Seafront, P.O. Box 2640Simaisma, Sumaysimah, 2640, Qatar",4.4,1802
1315207,The St. Regis Doha,"West Bay, , Doha, 14435, Qatar",4.6,6734
1315211,The Torch Doha,"Aspire Park Rd, , Doha, 23833, Qatar",4.7,3239
1315215,Concorde Hotel Doha,"Airport St, , Doha, 200000, Qatar",4.2,2771
1315218,Movenpick Hotel Doha,"Corniche Road, Doha, Doha, 24220, Qatar",4.5,4763
1315226,Chairmen Hotel,"Al Mansoura Najma 550 Doha, P.O. Box 37303Al Mansoura NajimaDoha, Doha, 37303, Qatar",3.9,1505
1315229,Kingsgate Hotel Doha,"7GPQ+9F8, Ali Bin Abdullah St, , Doha, 24310, Qatar",4.0,2014
1315237,Radisson Blu Hotel Doha,"Salwa Road, Intersection of, الطريق الدايري الثالث، الدوحة،, , Doha, 1768, Qatar",4.7,18225
1315240,Four Seasons Hotel Doha,"The Corniche, , Doha, 1, Qatar",4.6,4623
1315244,Banana Island Resort Doha by Anantara,"Banana Island, DohaQatar, Doha, 1274, Qatar",4.8,15595
1315253,Al Aziziyah Boutique Hotel,"Al Baaya St, , Doha, 92996, Qatar",4.5,1449
1315257,Horizon Manor Hotel,"Jabr Bin Mohamed St, , Doha, 8299, Qatar",4.0,3698
1315263,Sheraton Grand Doha Resort & Convention Hotel,"Al Corniche Street, , Doha, 6000, Qatar",4.7,10124
1315268,Fraser Suites Doha,"Ali Bin Amur Al Attiya St, , Doha, DOHA, Qatar",4.9,6987
1315271,InterContinental Doha The City,"Po Box 22178;West Bay, P.O. Box 22178Doha, Doha, 8299, Qatar",4.6,6889
1315283,RIXOS GULF HOTEL DOHA,"Ras Abu Aboud Street, Building 2, Street 920, الدوحة،, , Doha, NULL, Qatar",4.9,13455
1315300,Retaj Al Rayyan Hotel,"25556, Diplomatic District, Diplomatic St, , Doha, 25556, Qatar",4.1,3500
